pool_name,community_address,measurement_date,measurement_employee,ph,turbidity,free_chlorine,unnamed_separator_1,sunscreen_overuse,ph_pump_flow_rate,hypochlorite_pump_flow_rate,motor_pump_flow_rate,filter_diameter,number_of_filters,number_of_motors,heated_pool,community_pool,skimmer_pool,overflow_pool,outdoor_pool,oval_pool,private_pool,public_pool,rectangular_pool_0714,rectangular_pool_07,round_pool,pool_surface_area,contaminating_vegetation,pool_volume,deck_grass_area,deck_mixed_area,deck_paved_area,unnamed_separator_2,maintenance_employee,maintenance_date,ph_dosing_hours,daily_filtration_hours,ph_dosing_percentage,filter_wash_rinse_time,hypo_dosing_hours,hypo_dosing_percentage,water_temperature,unnamed_separator_3,chemical_dosing_employee,chemical_dosing_date,chemical_t500_qp,chemical_alboral_tablets_250g,chemical_flovil_tablets,chemical_hypo_carboys_20kg,chemical_hypo_gr_chloryte,chemical_hypo_granules_xaka,chemical_hypo_sticks_bayrol,chemical_hypo_tabs_ritocal,chemical_hypo_tablets_200g_qp,chemical_hypo_tablets_xaka,chemical_ph_minus_granules_6kg,chemical_ph_minus_liquid_13_5kg,chemical_ph_minus_liquid_27kg,chemical_protect_and_shine,chemical_sg_xaka_agonet_gr90,chemical_superklar
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",09-06-2026 12:05,Miguel Aracil Carbonell,7.4,0.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,11-07-2026,,,1.0,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",11-06-2026 11:13,Miguel Aracil Carbonell,7.4,0.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natalia Martin Garcia,16-07-2026,,,,20.0,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",13-06-2026 08:33,Miguel Aracil Carbonell,7.5,0.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-07-2026,,,1.0,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",16-06-2026 12:30,Miguel Aracil Carbonell,7.3,0.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-07-2026,0.5,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",20-06-2026 09:07,Miguel Aracil Carbonell,7.4,0.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,21-07-2026,,,,40.0,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",25-06-2026 11:31,Miguel Aracil Carbonell,7.5,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,24-07-2026,0.5,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",27-06-2026 08:53,Miguel Aracil Carbonell,7.5,0.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,24-07-2026,,,1.0,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",30-06-2026 10:42,Miguel Aracil Carbonell,7.5,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,29-07-2026,,,,40.0,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",04-07-2026 08:43,Miguel Aracil Carbonell,7.5,0.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,01-08-2026,0.5,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",07-07-2026 11:45,Miguel Aracil Carbonell,7.5,0.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,01-08-2026,,,1.0,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",11-07-2026 08:25,Miguel Aracil Carbonell,7.5,0.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natalia Martin Garcia,05-08-2026,,,,20.0,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",14-07-2026 12:39,Miguel Aracil Carbonell,7.5,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",18-07-2026 08:34,Miguel Aracil Carbonell,7.6,0.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",21-07-2026 11:29,Miguel Aracil Carbonell,7.6,0.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",24-07-2026 17:24,Miguel Aracil Carbonell,7.6,0.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",01-08-2026 08:23,Miguel Aracil Carbonell,7.7,0.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano 8 y Pintor Cabrera 26  (604),"Calle Serrano,8 C/ Pintor Cabrera,26  Alicante",05-08-2026 12:36,Miguel Aracil Carbonell,7.5,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",08-01-2026 10:38,Maximiliano Damian Larrosa,7.2,0.4,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,400.0,,600.0,,1.0,,,Maximiliano Damian Larrosa,08-01-2026,,,,,,,10.2,,Maximiliano Damian Larrosa,08-01-2026,,,,,,,,,,1.4,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",08-01-2026 12:57,Maximiliano Damian Larrosa,7.7,0.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Damian Larrosa,08-01-2026,,,,,,,12.9,,Maximiliano Damian Larrosa,19-01-2026,,,,,,,,,,1.2,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",14-01-2026 14:30,Maximiliano Damian Larrosa,7.8,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Damian Larrosa,14-01-2026,,,,,,,12.8,,Maximiliano Damian Larrosa,27-01-2026,,,,,,,,,,1.6,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",19-01-2026 12:41,Maximiliano Damian Larrosa,7.8,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Brian Jaume Becker,05-02-2026,,,,,,,14.3,,Manuel Brian Jaume Becker,05-02-2026,,,,,,,,,,,,,,,4.0,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",27-01-2026 13:40,Maximiliano Damian Larrosa,7.6,0.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Brian Jaume Becker,11-02-2026,,,,,,,14.1,,Jesús Cristo Morán,18-02-2026,,,,,,,,,,,,,,,2.0,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",05-02-2026 13:22,Manuel Brian Jaume Becker,7.7,0.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Damian Larrosa,25-02-2026,,,,,,,17.4,,Maximiliano Damian Larrosa,25-02-2026,,,,,,,,,,2.6,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",11-02-2026 10:00,Manuel Brian Jaume Becker,7.7,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Damian Larrosa,09-03-2026,,,,,,,16.9,,Maximiliano Damian Larrosa,09-03-2026,,,,,,,,,,2.4,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",18-02-2026 09:24,Jesús Cristo Morán,7.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,08-04-2026,,,,,,,19.2,,Jesús Cristo Morán,17-03-2026,3.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",25-02-2026 10:14,Maximiliano Damian Larrosa,7.7,0.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,14-05-2026,,,,,,,23.8,,Jesús Cristo Morán,27-03-2026,,,,,,,,,,4.0,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",04-03-2026 12:10,Maximiliano Damian Larrosa,7.8,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,14-05-2026,,,,,,50.0,,,Jesús Cristo Morán,01-04-2026,3.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",09-03-2026 10:33,Maximiliano Damian Larrosa,7.9,0.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,14-05-2026,,,,,10.0,,,,Jesús Cristo Morán,08-04-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",17-03-2026 12:39,Jesús Cristo Morán,7.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,04-06-2026,,,,,,,28.4,,Jesús Cristo Morán,08-04-2026,,,,,,,,,,2.6,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",27-03-2026 13:30,Jesús Cristo Morán,7.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,06-06-2026,,,,,,,28.5,,Jesús Cristo Morán,15-04-2026,,,,,,,,,,2.0,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",01-04-2026 10:23,Jesús Cristo Morán,7.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,09-06-2026,,,,,,,28.5,,Jesús Cristo Morán,15-04-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",08-04-2026 10:36,Jesús Cristo Morán,7.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,13-06-2026,,,,,,,28.7,,Jesús Cristo Morán,21-04-2026,2.5,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",15-04-2026 09:13,Jesús Cristo Morán,7.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,16-06-2026,,,,,,,28.5,,Jesús Cristo Morán,21-04-2026,,,,,,,,,,2.0,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",21-04-2026 10:52,Jesús Cristo Morán,7.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,18-06-2026,,,,,,,28.3,,Jesús Cristo Morán,30-04-2026,3.25,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",30-04-2026 07:13,Jesús Cristo Morán,7.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,20-06-2026,,,,,,,28.3,,Jesús Cristo Morán,30-04-2026,,,,,,,,,,2.2,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",06-05-2026 10:32,Jesús Cristo Morán,7.4,0.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,23-06-2026,,,,,,,29.3,,Jesús Cristo Morán,06-05-2026,,,,,,,,,,3.0,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",14-05-2026 10:24,Jesús Cristo Morán,7.4,0.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,27-06-2026,,,,,,,29.6,,Jesús Cristo Morán,06-05-2026,3.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",21-05-2026 10:29,Jesús Cristo Morán,7.5,0.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,29-06-2026,,,,,,,29.8,,Jesús Cristo Morán,06-06-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",28-05-2026 10:49,Jesús Cristo Morán,7.5,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,02-07-2026,,,,,,,30.2,,Jesús Cristo Morán,13-06-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",02-06-2026 09:58,Jesús Cristo Morán,7.5,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,04-07-2026,,,,,,,30.5,,Jesús Cristo Morán,16-06-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",04-06-2026 09:42,Jesús Cristo Morán,7.5,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,06-07-2026,,,,,,,30.9,,Jesús Cristo Morán,20-06-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",06-06-2026 08:33,Jesús Cristo Morán,7.5,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,07-07-2026,,,,,,,29.7,,Jesús Cristo Morán,27-06-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",09-06-2026 09:14,Jesús Cristo Morán,7.6,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,08-07-2026,,,,,,,30.5,,Jesús Cristo Morán,30-06-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",10-06-2026 11:24,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,09-07-2026,,,,,,,30.1,,Jesús Cristo Morán,02-07-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",11-06-2026 09:47,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,14-07-2026,,,,,,,31.5,,Jesús Cristo Morán,04-07-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",12-06-2026 12:37,Jesús Cristo Morán,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,18-07-2026,,,,,,,31.6,,Jesús Cristo Morán,04-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",13-06-2026 08:57,Jesús Cristo Morán,7.5,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,20-07-2026,,,,,,,31.8,,Jesús Cristo Morán,06-07-2026,,,3.0,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",16-06-2026 09:43,Jesús Cristo Morán,7.5,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,21-07-2026,,,,,,,31.5,,Jesús Cristo Morán,07-07-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",17-06-2026 12:18,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,23-07-2026,,,,,,,31.6,,Jesús Cristo Morán,07-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",18-06-2026 09:22,Jesús Cristo Morán,7.5,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,25-07-2026,,,,,,,31.5,,Jesús Cristo Morán,11-07-2026,1.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",19-06-2026 12:50,Jesús Cristo Morán,7.5,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,29-07-2026,,,,,,,31.6,,Jesús Cristo Morán,11-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",20-06-2026 08:41,Jesús Cristo Morán,7.5,0.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,30-07-2026,,,,,,,30.5,,Jesús Cristo Morán,14-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",22-06-2026 12:26,Jesús Cristo Morán,7.5,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,31-07-2026,,,,,,,31.6,,Jesús Cristo Morán,14-07-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",23-06-2026 09:36,Jesús Cristo Morán,7.5,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,03-08-2026,,,,,,,32.1,,Jesús Cristo Morán,16-07-2026,1.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",24-06-2026 10:12,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,04-08-2026,,,,,,,31.2,,Jesús Cristo Morán,18-07-2026,3.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",25-06-2026 09:44,Jesús Cristo Morán,7.4,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,18-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",26-06-2026 12:37,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,20-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",27-06-2026 09:00,Jesús Cristo Morán,7.4,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,21-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",29-06-2026 12:32,Jesús Cristo Morán,7.5,0.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,21-07-2026,2.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",30-06-2026 09:33,Jesús Cristo Morán,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,23-07-2026,1.5,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",02-07-2026 09:32,Jesús Cristo Morán,7.5,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,23-07-2026,1.5,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",04-07-2026 08:47,Jesús Cristo Morán,7.4,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,25-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",06-07-2026 12:08,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,25-07-2026,1.5,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",07-07-2026 09:13,Jesús Cristo Morán,7.3,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,28-07-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",08-07-2026 11:50,Jesús Cristo Morán,7.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,28-07-2026,2.5,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",09-07-2026 09:46,Jesús Cristo Morán,7.4,0.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,30-07-2026,3.0,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",10-07-2026 12:27,Jesús Cristo Morán,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,30-07-2026,,,,,3.0,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",11-07-2026 08:56,Jesús Cristo Morán,7.3,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,31-07-2026,,,,,,,,,,,,,,,3.0,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",13-07-2026 11:59,Jesús Cristo Morán,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,03-08-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",14-07-2026 09:24,Jesús Cristo Morán,7.5,0.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Cristo Morán,04-08-2026,,,,,,,,,,,,,,,,0.5
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",16-07-2026 09:18,Jesús Cristo Morán,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",17-07-2026 11:52,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",18-07-2026 08:51,Jesús Cristo Morán,7.5,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",20-07-2026 12:16,Jesús Cristo Morán,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",21-07-2026 09:07,Jesús Cristo Morán,7.3,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",23-07-2026 09:16,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",24-07-2026 11:48,Jesús Cristo Morán,7.4,0.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",25-07-2026 08:53,Jesús Cristo Morán,7.3,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",27-07-2026 12:26,Jesús Cristo Morán,7.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",28-07-2026 10:15,Jesús Cristo Morán,7.4,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",29-07-2026 13:05,Jesús Cristo Morán,7.4,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",30-07-2026 09:13,Jesús Cristo Morán,7.4,0.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",31-07-2026 12:16,Jesús Cristo Morán,7.3,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",01-08-2026 08:45,Jesús Cristo Morán,7.4,0.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",03-08-2026 12:16,Jesús Cristo Morán,7.3,0.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natura Playa I (610),"Calle Hacienda del Administrador,4 Campello,Alicante",04-08-2026 09:29,Jesús Cristo Morán,7.3,0.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
